N,종목명,현재가,전일비,등락률,액면가,부채총계,영업이익,주당순이익
966.0,서울식품,203.0,3.0,-1.46%,100.0,425.0,13.0,0.0
967.0,동양피스톤,5730.0,200.0,+3.62%,500.0,2497.0,74.0,368.0
968.0,시디즈,37600.0,1450.0,+4.01%,500.0,216.0,0.0,1165.0
969.0,까뮤이앤씨,1663.0,9.0,-0.54%,500.0,1163.0,-159.0,-311.0
970.0,조비,14430.0,110.0,-0.76%,5000.0,686.0,119.0,-296.0
971.0,SJM,4790.0,5.0,-0.10%,500.0,561.0,71.0,691.0
972.0,TRUE 나스닥 100 ETN,14940.0,60.0,-0.40%,0.0,,,
973.0,영보화학,3735.0,0.0,0.00%,500.0,220.0,50.0,307.0
974.0,KODEX 미국종합채권SRI액티브(H),95815.0,430.0,-0.45%,0.0,,,
975.0,화인베스틸,2490.0,40.0,+1.63%,500.0,1014.0,7.0,-252.0
976.0,에이엔피,1661.0,27.0,+1.65%,500.0,767.0,-107.0,-871.0
977.0,ACE KRX금현물,11565.0,10.0,-0.09%,0.0,,,
978.0,TIGER 소프트웨어,8150.0,185.0,-2.22%,0.0,,,
979.0,세하,1282.0,3.0,-0.23%,1000.0,997.0,35.0,-101.0
980.0,범양건영,2955.0,30.0,+1.03%,1000.0,1440.0,-123.0,-423.0
981.0,TRUE S&P500 선물 ETN,14675.0,70.0,-0.47%,0.0,,,
982.0,천일고속,51200.0,100.0,-0.19%,5000.0,282.0,-74.0,-2445.0
983.0,KODEX 미국달러선물인버스2X,6835.0,40.0,-0.58%,0.0,,,
984.0,핸즈코퍼레이션,3315.0,35.0,-1.04%,500.0,6679.0,-667.0,-2043.0
985.0,SK우,128000.0,3500.0,-2.66%,200.0,,,-20.0
986.0,한국종합기술,6530.0,0.0,0.00%,500.0,1839.0,54.0,310.0
987.0,대한방직,13410.0,290.0,-2.12%,1000.0,754.0,-39.0,-1110.0
988.0,히어로즈 종합채권(AA-이상)액티브,98655.0,180.0,-0.18%,0.0,,,
989.0,문배철강,3455.0,60.0,-1.71%,500.0,390.0,30.0,1251.0
990.0,코오롱인더우,25550.0,500.0,-1.92%,5000.0,,,3960.0
991.0,쌍방울,269.0,0.0,0.00%,500.0,291.0,6.0,-337.0
992.0,미래에셋 레버리지 코스닥150 선물 ETN,35265.0,25.0,-0.07%,0.0,,,
993.0,메타랩스,2830.0,5.0,-0.18%,2500.0,111.0,-20.0,-123.0
994.0,한솔로지스틱스,2560.0,30.0,-1.16%,500.0,1720.0,363.0,777.0
995.0,아센디오,822.0,21.0,-2.49%,500.0,409.0,-90.0,-224.0
996.0,케이비아이동국실업,630.0,10.0,-1.56%,500.0,3732.0,-10.0,98.0
997.0,일진디스플,1356.0,2.0,-0.15%,500.0,884.0,11.0,-156.0
998.0,신한 레버리지 은 선물 ETN(H),6980.0,345.0,-4.71%,0.0,,,
999.0,KBSTAR 단기국공채액티브,105455.0,35.0,-0.03%,0.0,,,
1000.0,솔루스첨단소재1우,8220.0,170.0,-2.03%,100.0,,,-500.0
1001.0,ACE 26-06 회사채(AA-이상)액티브,10005.0,20.0,-0.20%,0.0,,,
1002.0,티웨이홀딩스,619.0,0.0,0.00%,500.0,460.0,-19.0,804.0
1003.0,TIGER 테슬라채권혼합Fn,11580.0,65.0,-0.56%,0.0,,,
1004.0,KBSTAR 중기우량회사채,103650.0,120.0,-0.12%,0.0,,,
1005.0,SJM홀딩스,4585.0,15.0,-0.33%,500.0,650.0,82.0,289.0
1006.0,DSR제강,4725.0,45.0,-0.94%,500.0,763.0,264.0,1867.0
1007.0,우성,22000.0,450.0,-2.00%,5000.0,2287.0,-6.0,113.0
1008.0,삼정펄프,27050.0,350.0,-1.28%,5000.0,197.0,47.0,3077.0
1009.0,삼일씨엔에스,5300.0,0.0,0.00%,1000.0,1406.0,-70.0,-328.0
1010.0,미래에셋 -0.5X S&P500 VIX S/T선물 ETN(H),26975.0,630.0,-2.28%,0.0,,,
1011.0,TIGER 미국S&P500레버리지(합성 H),28430.0,315.0,-1.10%,0.0,,,
1012.0,티에이치엔,3720.0,95.0,-2.49%,500.0,2799.0,11.0,-318.0
1013.0,CS홀딩스,57900.0,400.0,-0.69%,5000.0,337.0,156.0,13779.0
1014.0,덕성,4260.0,80.0,-1.84%,500.0,418.0,52.0,130.0
1015.0,한익스프레스,5550.0,100.0,-1.77%,500.0,3026.0,199.0,476.0
1016.0,ACE 미국WideMoat가치주,20810.0,125.0,-0.60%,0.0,,,
1017.0,신한 S&P500 VIX S/T 선물 ETN D,11080.0,495.0,+4.68%,0.0,,,
1018.0,TIGER 미국나스닥100TR(H),12540.0,70.0,-0.56%,0.0,,,
1019.0,부국철강,3315.0,40.0,-1.19%,500.0,276.0,59.0,244.0
1020.0,TIGER 국채3년,105120.0,195.0,-0.19%,0.0,,,
1021.0,성보화학,3300.0,0.0,0.00%,500.0,334.0,19.0,151.0
1022.0,비상교육,5070.0,220.0,-4.16%,500.0,1120.0,35.0,-892.0
1023.0,인바이오젠,467.0,0.0,0.00%,500.0,374.0,-60.0,-594.0
1024.0,모나미,3460.0,80.0,-2.26%,1000.0,1118.0,63.0,163.0
1025.0,TIGER 미국투자등급회사채액티브(H),49825.0,390.0,-0.78%,0.0,,,
1026.0,서원,1367.0,12.0,-0.87%,500.0,1300.0,2.0,-108.0
1027.0,신세계건설,16200.0,400.0,-2.41%,5000.0,7519.0,-120.0,-6641.0
1028.0,미래에셋 전기전자 Core5 ETN,32360.0,445.0,-1.36%,0.0,,,
1029.0,아모레G우,10000.0,100.0,-0.99%,500.0,,,664.0
1030.0,현대건설우,60900.0,2800.0,+4.82%,5000.0,,,3522.0
1031.0,SK케미칼우,30150.0,850.0,-2.74%,5000.0,,,8701.0
1032.0,유한양행우,54000.0,100.0,-0.18%,1000.0,,,1304.0
1033.0,신한 WTI원유 선물 ETN(H),6335.0,40.0,+0.64%,0.0,,,
1034.0,미래에셋맵스리츠,3150.0,90.0,-2.78%,1000.0,2005.0,31.0,102.0
1035.0,KODEX Fn성장,14315.0,160.0,-1.11%,0.0,,,
1036.0,태양금속,1713.0,38.0,+2.27%,500.0,3789.0,159.0,52.0
1037.0,대림B&Co,3765.0,45.0,+1.21%,1000.0,1796.0,15.0,-164.0
1038.0,KBSTAR 중국본토대형주CSI100,16435.0,75.0,-0.45%,0.0,,,
1039.0,HANARO Fn K-반도체,8920.0,150.0,-1.65%,0.0,,,
1040.0,KBSTAR 미국단기투자등급회사채액티브,9980.0,20.0,+0.20%,0.0,,,
1041.0,ARIRANG 미국S&P500(H),18190.0,110.0,-0.60%,0.0,,,
1042.0,TIGER 200 에너지화학,14785.0,110.0,-0.74%,0.0,,,
1043.0,청호ICT,2490.0,0.0,0.00%,500.0,97.0,-50.0,-234.0
1044.0,KBSTAR 고배당,11445.0,125.0,-1.08%,0.0,,,
1045.0,TIGER 화장품,2160.0,5.0,+0.23%,0.0,,,
1046.0,신풍제약우,27450.0,350.0,-1.26%,500.0,,,-672.0
1047.0,TIGER 경기방어,7955.0,145.0,-1.79%,0.0,,,
1048.0,국동,1043.0,9.0,-0.86%,500.0,660.0,170.0,38.0
1049.0,SG글로벌,1327.0,33.0,-2.43%,500.0,648.0,-14.0,1.0
1050.0,KODEX 차이나2차전지MSCI(합성),7260.0,45.0,-0.62%,0.0,,,
1051.0,KB Wise 분할매매 ETN,9915.0,0.0,0.00%,0.0,,,
1052.0,TIGER 차이나HSCEI,8680.0,110.0,-1.25%,0.0,,,
1053.0,GS우,33300.0,0.0,0.00%,5000.0,,,20087.0
1054.0,KODEX 차이나H레버리지(H),1805.0,40.0,-2.17%,0.0,,,
1055.0,한국전자홀딩스,1255.0,1.0,-0.08%,500.0,1238.0,300.0,276.0
1056.0,계양전기,2155.0,40.0,-1.82%,500.0,1696.0,-106.0,-656.0
1057.0,갤럭시아에스엠,2120.0,55.0,-2.53%,500.0,245.0,42.0,85.0
1058.0,IHQ,239.0,0.0,0.00%,500.0,1588.0,-322.0,-544.0
1059.0,하나 블룸버그 -2X 천연가스 선물 ETN(H),57020.0,865.0,+1.54%,0.0,,,
1060.0,메리츠 블룸버그 -2X 천연가스 선물 ETN(H),56785.0,555.0,+0.99%,0.0,,,
1061.0,부국증권우,18830.0,240.0,-1.26%,5000.0,,,3513.0
1062.0,평화홀딩스,3835.0,145.0,-3.64%,500.0,4359.0,36.0,-74.0
1063.0,KODEX 200미국채혼합,12050.0,95.0,-0.78%,0.0,,,
1064.0,QV 코스닥 150 ETN,13960.0,295.0,-2.07%,0.0,,,
1065.0,에쓰씨엔지니어링,1786.0,36.0,+2.06%,500.0,653.0,78.0,146.0
1066.0,HANARO e커머스,10225.0,120.0,-1.16%,0.0,,,
1067.0,미래에셋증권우,3945.0,25.0,-0.63%,5000.0,,,891.0
1068.0,대신 인버스 천연가스 선물 ETN(H),6915.0,45.0,+0.66%,0.0,,,
1069.0,키움 미국달러선물 ETN,11025.0,0.0,0.00%,0.0,,,
1070.0,남양유업우,275000.0,0.0,0.00%,5000.0,,,-86906.0
1071.0,대동전자,5230.0,50.0,+0.97%,500.0,262.0,22.0,874.0
1072.0,세원이앤씨,254.0,0.0,0.00%,500.0,1153.0,18.0,-318.0
1073.0,TIGER 차이나전기차레버리지(합성),8680.0,115.0,-1.31%,0.0,,,
1074.0,TIGER 코스닥150 레버리지,12395.0,40.0,-0.32%,0.0,,,
1075.0,페이퍼코리아,1139.0,31.0,+2.80%,500.0,4402.0,258.0,44.0
1076.0,HANARO 글로벌럭셔리S&P(합성),19255.0,330.0,-1.68%,0.0,,,
1077.0,선도전기,3000.0,0.0,0.00%,500.0,715.0,-169.0,-1141.0
1078.0,HANARO 단기채권액티브,103555.0,0.0,0.00%,0.0,,,
1079.0,TIGER 200 건설,3030.0,20.0,+0.66%,0.0,,,
1080.0,QV 레버리지 S&P500 ETN,26735.0,265.0,-0.98%,0.0,,,
1081.0,영화금속,998.0,3.0,-0.30%,500.0,1580.0,-11.0,67.0
1082.0,KR모터스,554.0,20.0,-3.48%,500.0,1092.0,-62.0,-89.0
1083.0,이화산업,18950.0,330.0,-1.71%,5000.0,347.0,-9.0,-282.0
1084.0,KB 블룸버그 레버리지 천연가스 선물 ETN,20935.0,205.0,-0.97%,0.0,,,
1085.0,진양화학,3310.0,50.0,+1.53%,500.0,98.0,-11.0,-70.0
1086.0,ACE 25-06 회사채(AA-이상)액티브,10015.0,10.0,-0.10%,0.0,,,
1087.0,삼성 블룸버그 인버스 2X WTI원유 선물 ETN,20840.0,185.0,-0.88%,0.0,,,
1088.0,SOL 미국배당다우존스(H),10205.0,75.0,-0.73%,0.0,,,
1089.0,미래에셋 레버리지 코스피200 선물 ETN,26010.0,775.0,-2.89%,0.0,,,
1090.0,대림통상,3410.0,95.0,-2.71%,1000.0,915.0,70.0,46.0
1091.0,MH에탄올,7020.0,170.0,-2.36%,500.0,3520.0,219.0,408.0
1092.0,KBSTAR Fn컨택트대표,8055.0,75.0,-0.92%,0.0,,,
1093.0,대신 S&P 인버스 2X 천연가스 선물 ETN,51595.0,505.0,+0.99%,0.0,,,
1094.0,KODEX 아시아달러채권SRI플러스액티브,50055.0,75.0,-0.15%,0.0,,,
1095.0,KODEX 철강,8440.0,65.0,-0.76%,0.0,,,
1096.0,HANARO 32-10 국고채액티브,51350.0,290.0,-0.56%,0.0,,,
1097.0,키움 코스피 200 ETN,10265.0,135.0,-1.30%,0.0,,,
1098.0,KODEX 2차전지산업레버리지,10175.0,130.0,+1.29%,0.0,,,
1099.0,TIGER 유로스탁스50(합성 H),14940.0,320.0,-2.10%,0.0,,,
1100.0,TIMEFOLIO Kstock액티브,8725.0,65.0,-0.74%,0.0,,,
1101.0,KB 인버스 천연가스 선물 ETN,11240.0,95.0,+0.85%,0.0,,,
1102.0,에셋플러스 글로벌플랫폼액티브,7295.0,95.0,-1.29%,0.0,,,
1103.0,메리츠 KAP 통안채 3개월 ETN,50255.0,0.0,0.00%,0.0,,,
1104.0,원림,21750.0,100.0,+0.46%,5000.0,260.0,34.0,2739.0
1105.0,TIGER 미국달러SOFR금리액티브(합성),49220.0,130.0,+0.26%,0.0,,,
1106.0,비비안,1651.0,20.0,-1.20%,500.0,1045.0,57.0,-294.0
1107.0,TIGER 글로벌클라우드컴퓨팅INDXX,9115.0,45.0,-0.49%,0.0,,,
1108.0,진양폴리,4875.0,50.0,+1.04%,500.0,154.0,33.0,339.0
1109.0,KODEX 코스닥글로벌,9675.0,115.0,-1.17%,0.0,,,
1110.0,케이탑리츠,1006.0,5.0,+0.50%,1000.0,1746.0,175.0,197.0
1111.0,SOL KIS단기통안채,103915.0,0.0,0.00%,0.0,,,
1112.0,KODEX K-신재생에너지액티브,14610.0,45.0,+0.31%,0.0,,,
1113.0,미래에셋 인버스 2X 원유선물혼합 ETN(H),19250.0,205.0,-1.05%,0.0,,,
1114.0,KBSTAR 미국S&P원유생산기업(합성 H),5685.0,100.0,-1.73%,0.0,,,
1115.0,SOL 미국S&P500,11975.0,45.0,-0.37%,0.0,,,
1116.0,유엔젤,3625.0,5.0,+0.14%,500.0,72.0,8.0,223.0
1117.0,DL이앤씨2우(전환),22600.0,500.0,-2.16%,5000.0,,,9366.0
1118.0,더메디팜,514.0,11.0,-2.10%,500.0,603.0,-3.0,-460.0
1119.0,롯데칠성우,61500.0,100.0,-0.16%,500.0,,,12093.0
1120.0,TIGER 글로벌BBIG액티브,11330.0,50.0,-0.44%,0.0,,,
1121.0,ACE 단기채권알파액티브,103050.0,0.0,0.00%,0.0,,,
1122.0,KBSTAR 금융채액티브,100470.0,140.0,-0.14%,0.0,,,
1123.0,삼성 레버리지 나스닥 100 ETN(H),11750.0,115.0,-0.97%,0.0,,,
1124.0,키움 코스닥 150 ETN,11750.0,20.0,-0.17%,0.0,,,
1125.0,TIGER KEDI혁신기업ESG30,10250.0,85.0,-0.82%,0.0,,,
1126.0,미래아이앤지,1668.0,14.0,+0.85%,500.0,281.0,31.0,217.0
1127.0,한국ANKOR유전,664.0,9.0,+1.37%,0.0,,,
1128.0,KODEX 코스피TR,12230.0,160.0,-1.29%,0.0,,,
1129.0,삼성 코스닥 150 ETN,9280.0,115.0,-1.22%,0.0,,,
1130.0,전방,27500.0,50.0,-0.18%,5000.0,941.0,-350.0,33751.0
1131.0,KODEX K-로봇액티브,12750.0,135.0,-1.05%,0.0,,,
1132.0,TIGER 차이나바이오테크SOLACTIVE,6240.0,5.0,-0.08%,0.0,,,
1133.0,TIGER 인버스,5165.0,80.0,+1.57%,0.0,,,
1134.0,ACE 인도네시아MSCI(합성),10695.0,85.0,-0.79%,0.0,,,
1135.0,ACE 삼성그룹섹터가중,15480.0,235.0,-1.50%,0.0,,,
1136.0,성문전자,1991.0,84.0,-4.05%,500.0,252.0,25.0,116.0
1137.0,형지엘리트,1427.0,1.0,-0.07%,500.0,415.0,39.0,226.0
1138.0,KOSEF 통안채1년,103180.0,40.0,-0.04%,0.0,,,
1139.0,KODEX 미국S&P500배당귀족커버드콜(합성 H),9045.0,25.0,-0.28%,0.0,,,
1140.0,WISCOM,2885.0,55.0,-1.87%,500.0,159.0,7.0,-539.0
1141.0,우진아이엔에스,5800.0,210.0,-3.49%,500.0,180.0,-56.0,-308.0
1142.0,HANARO Fn K-뉴딜디지털플러스,8930.0,70.0,-0.78%,0.0,,,
1143.0,동양고속,15210.0,410.0,-2.62%,5000.0,903.0,-112.0,-2391.0
1144.0,유화증권우,2520.0,0.0,0.00%,1000.0,,,106.0
1145.0,대신 인버스 2X 알루미늄 선물 ETN(H),43845.0,410.0,+0.94%,0.0,,,
1146.0,바다로19호,2875.0,0.0,0.00%,5000.0,47.0,73.0,388.0
1147.0,동일제강,2130.0,20.0,-0.93%,500.0,220.0,25.0,10.0
1148.0,KODEX 건설,3435.0,20.0,+0.59%,0.0,,,
1149.0,TRUE 코스피 200 ETN,8520.0,175.0,-2.01%,0.0,,,
1150.0,삼성 코스피 200 ETN,8500.0,140.0,-1.62%,0.0,,,
1151.0,ARIRANG K방산Fn,12865.0,30.0,+0.23%,0.0,,,
1152.0,KB 레버리지 S&P 500 선물 ETN(H),10610.0,145.0,-1.35%,0.0,,,
1153.0,KODEX 미국배당프리미엄액티브,9860.0,45.0,-0.45%,0.0,,,
1154.0,KB 레버리지 나스닥 100 ETN,14110.0,70.0,-0.49%,0.0,,,
1155.0,메리츠 3X 레버리지 국채30년 ETN,42310.0,655.0,-1.52%,0.0,,,
1156.0,파워 200,33460.0,500.0,-1.47%,0.0,,,
1157.0,TRUE 블룸버그 인버스 2X WTI원유 선물 ETN,20820.0,250.0,-1.19%,0.0,,,
1158.0,주연테크,698.0,6.0,-0.85%,200.0,117.0,-63.0,-89.0
1159.0,세우글로벌,1430.0,0.0,0.00%,500.0,40.0,16.0,70.0
1160.0,하나 Solactive 2X US Tech Top 10 ETN(H),40730.0,40.0,-0.10%,0.0,,,
1161.0,TIGER 퓨처모빌리티액티브,11515.0,140.0,-1.20%,0.0,,,
1162.0,삼성 미국 대형 성장주 ETN,20305.0,235.0,-1.14%,0.0,,,
1163.0,DL이앤씨우,19190.0,250.0,-1.29%,5000.0,,,9366.0
1164.0,KODEX IT,18405.0,315.0,-1.68%,0.0,,,
1165.0,세기상사,7250.0,60.0,-0.82%,500.0,251.0,-8.0,-258.0
1166.0,신한 레버리지 S&P500 선물 ETN,20125.0,150.0,-0.74%,0.0,,,
1167.0,KODEX 미국달러선물인버스,8705.0,15.0,-0.17%,0.0,,,
1168.0,참엔지니어링,672.0,0.0,0.00%,500.0,6536.0,13.0,-17.0
1169.0,TIGER 레버리지,15775.0,460.0,-2.83%,0.0,,,
1170.0,경인전자,25100.0,500.0,-1.95%,5000.0,44.0,1.0,2541.0
1171.0,에넥스,652.0,8.0,-1.21%,500.0,837.0,-235.0,-376.0
1172.0,KODEX 차이나H,15280.0,200.0,-1.29%,0.0,,,
1173.0,KODEX 증권,5760.0,95.0,-1.62%,0.0,,,
1174.0,윌비스,578.0,4.0,+0.70%,1000.0,1721.0,2.0,-232.0
1175.0,TRUE 코스피 양매도 3% OTM ETN,7760.0,0.0,0.00%,0.0,,,
1176.0,TRUE 인버스 2X 나스닥 100 ETN,1280.0,15.0,+1.19%,0.0,,,
1177.0,부산주공,486.0,0.0,0.00%,500.0,2095.0,-65.0,-158.0
1178.0,WOORI 단기국공채액티브,50230.0,0.0,0.00%,0.0,,,
1179.0,ARIRANG ESG가치주액티브,7925.0,95.0,-1.18%,0.0,,,
1180.0,이스타코,884.0,10.0,-1.12%,500.0,345.0,-32.0,-124.0
1181.0,KODEX 차이나과창판STAR50(합성),7410.0,15.0,+0.20%,0.0,,,
1182.0,호텔신라우,50200.0,500.0,-0.99%,5000.0,,,268.0
1183.0,ACE 일본Nikkei225(H),22155.0,245.0,-1.09%,0.0,,,
1184.0,DL우,22250.0,550.0,-2.41%,5000.0,,,-2930.0
1185.0,동원수산,8060.0,30.0,-0.37%,5000.0,592.0,58.0,616.0
1186.0,TBH글로벌,1788.0,25.0,-1.38%,500.0,521.0,20.0,177.0
1187.0,SK디스커버리우,27400.0,200.0,-0.72%,5000.0,,,19968.0
1188.0,TIMEFOLIO 글로벌AI인공지능액티브,12635.0,50.0,-0.39%,0.0,,,
1189.0,신한 레버리지 금 선물 ETN,18545.0,85.0,-0.46%,0.0,,,
1190.0,SOL 200 Top10,8620.0,100.0,-1.15%,0.0,,,
1191.0,삼성 미국 대형 가치주 ETN,18445.0,0.0,0.00%,0.0,,,
1192.0,KODEX K-친환경선박액티브,11790.0,70.0,+0.60%,0.0,,,
1193.0,태원물산,4800.0,220.0,-4.38%,500.0,54.0,-5.0,-96.0
1194.0,미래에셋 KRX금현물 Auto-KO-C 2312-01 ETN,12150.0,10.0,-0.08%,0.0,,,
1195.0,TIGER 미국나스닥바이오,19315.0,150.0,-0.77%,0.0,,,
1196.0,삼성 미국 대형 성장주 ETN(H),18150.0,0.0,0.00%,0.0,,,
1197.0,금호전기,1068.0,62.0,-5.49%,500.0,490.0,-118.0,-487.0
1198.0,TIGER KRX인터넷K-뉴딜,3660.0,110.0,-2.92%,0.0,,,
1199.0,KODEX KRX기후변화솔루션,12805.0,30.0,-0.23%,0.0,,,
1200.0,하나 레버리지 콩 선물 ETN(H),35715.0,785.0,-2.15%,0.0,,,
1201.0,QV S&P500 버퍼10% 9월 ETN,11835.0,0.0,0.00%,0.0,,,
1202.0,대신 레버리지 코스닥 150 선물 ETN,35450.0,150.0,-0.42%,0.0,,,
1203.0,KOSEF 릭소글로벌퓨처모빌리티MSCI,10425.0,100.0,-0.95%,0.0,,,
1204.0,KODEX 유럽탄소배출권선물ICE(H),13365.0,150.0,+1.14%,0.0,,,
1205.0,하나 레버리지 코스닥150 선물 ETN,35400.0,25.0,-0.07%,0.0,,,
1206.0,TRUE 레버리지 코스닥 150 선물 ETN,35360.0,15.0,-0.04%,0.0,,,
1207.0,삼성 레버리지 코스닥150 선물 ETN,35205.0,50.0,-0.14%,0.0,,,
1208.0,대신343 K200,33500.0,450.0,-1.33%,0.0,,,
1209.0,한창,443.0,187.0,-29.68%,500.0,901.0,98.0,-110.0
1210.0,신풍,1005.0,24.0,-2.33%,500.0,301.0,-42.0,-141.0
1211.0,TIGER 미국나스닥100레버리지(합성),11865.0,30.0,-0.25%,0.0,,,
1212.0,KB 천연가스 선물 ETN(H),6975.0,30.0,-0.43%,0.0,,,
1213.0,삼성 레버리지 은 선물 ETN(H),11585.0,560.0,-4.61%,0.0,,,
1214.0,KOSEF 미국달러선물,14215.0,30.0,+0.21%,0.0,,,
1215.0,KODEX 인도Nifty50레버리지(합성),11435.0,70.0,-0.61%,0.0,,,
1216.0,한성기업,5520.0,40.0,-0.72%,5000.0,1826.0,71.0,139.0
1217.0,QV 코스피 200 ETN,34245.0,400.0,-1.15%,0.0,,,
1218.0,ACE 중장기국공채액티브,97605.0,295.0,-0.30%,0.0,,,
1219.0,유안타증권우,2635.0,80.0,-2.95%,5000.0,,,224.0
1220.0,HANARO 200선물레버리지,17895.0,515.0,-2.80%,0.0,,,
1221.0,한국주강,3005.0,85.0,-2.75%,500.0,183.0,-5.0,-14.0
1222.0,SUN&L,2695.0,25.0,-0.92%,1000.0,3740.0,-177.0,-2618.0
1223.0,한솔PNS,1649.0,1.0,+0.06%,500.0,838.0,27.0,27.0
1224.0,대교우B,1733.0,3.0,-0.17%,500.0,,,-1208.0
1225.0,신한 구리 선물 ETN(H),16660.0,55.0,-0.33%,0.0,,,
1226.0,메리츠 레버리지 미국채30년 ETN(H),6590.0,115.0,-1.72%,0.0,,,
1227.0,삼성 미국 대형 가치주 ETN(H),16285.0,0.0,0.00%,0.0,,,
1228.0,신한 레버리지 다우존스지수 선물 ETN(H),32230.0,515.0,-1.57%,0.0,,,
1229.0,KODEX 차이나심천ChiNext(합성),9300.0,55.0,+0.59%,0.0,,,
1230.0,KODEX 미국달러선물레버리지,12405.0,40.0,+0.32%,0.0,,,
1231.0,TIGER 200 헬스케어,15210.0,470.0,-3.00%,0.0,,,
1232.0,ACE 200TR,21195.0,290.0,-1.35%,0.0,,,
1233.0,체시스,993.0,3.0,-0.30%,500.0,473.0,-75.0,-119.0
1234.0,대한항공우,28600.0,200.0,-0.69%,5000.0,,,3914.0
1235.0,KBSTAR 게임테마,9195.0,150.0,-1.61%,0.0,,,
1236.0,삼성 인버스 2X 나스닥 100 ETN(H),4520.0,40.0,+0.89%,0.0,,,
1237.0,진도,2540.0,15.0,-0.59%,500.0,250.0,61.0,355.0
1238.0,KODEX WTI원유선물인버스(H),5075.0,30.0,-0.59%,0.0,,,
1239.0,TIGER 원유선물Enhanced(H),3965.0,15.0,+0.38%,0.0,,,
1240.0,삼성 레버리지 China A50 선물 ETN(H),31260.0,230.0,-0.73%,0.0,,,
1241.0,BYC우,144900.0,100.0,-0.07%,5000.0,,,42332.0
1242.0,TIGER 골드선물(H),13240.0,55.0,-0.41%,0.0,,,
1243.0,TIGER 200IT레버리지,41425.0,1385.0,-3.24%,0.0,,,
1244.0,ARIRANG 미국장기우량회사채,85395.0,725.0,-0.84%,0.0,,,
1245.0,KODEX 미국나스닥100(H),12330.0,55.0,-0.44%,0.0,,,
1246.0,KODEX 미국채10년선물,10965.0,35.0,-0.32%,0.0,,,
1247.0,SHD,25150.0,400.0,-1.57%,5000.0,368.0,142.0,7619.0
1248.0,삼성 레버리지 금 선물 ETN(H),30410.0,230.0,-0.75%,0.0,,,
1249.0,신한 콩 선물 ETN(H),15170.0,0.0,0.00%,0.0,,,
1250.0,TIGER S&P글로벌헬스케어(합성),19680.0,135.0,-0.68%,0.0,,,
1251.0,메리츠 KAP 통안채 6개월 ETN,50220.0,0.0,0.00%,0.0,,,
1252.0,KODEX 200ESG,12040.0,175.0,-1.43%,0.0,,,
1253.0,롯데지주우,37300.0,0.0,0.00%,200.0,,,1142.0
1254.0,삼성 China A50 선물 ETN(H),14920.0,105.0,-0.70%,0.0,,,
1255.0,모두투어리츠,3805.0,15.0,-0.39%,5000.0,493.0,25.0,1334.0
1256.0,HANARO Fn조선해운,11190.0,40.0,+0.36%,0.0,,,
1257.0,카프로,740.0,13.0,-1.73%,500.0,2756.0,-1223.0,-4518.0
1258.0,미래에셋 인버스 2X 코스피200 선물 ETN,14720.0,415.0,+2.90%,0.0,,,
1259.0,하나 Solactive US Tech Top 10 ETN(H),14695.0,10.0,-0.07%,0.0,,,
1260.0,두산퓨얼셀2우B,9830.0,120.0,-1.21%,100.0,,,106.0
1261.0,KBSTAR 배터리 리사이클링iSelect,14880.0,35.0,-0.23%,0.0,,,
1262.0,제이준코스메틱,6500.0,200.0,-2.99%,500.0,68.0,-107.0,-5563.0
1263.0,TIGER 차이나클린에너지SOLACTIVE,7150.0,60.0,-0.83%,0.0,,,
1264.0,TIGER 인도니프티50레버리지(합성),28320.0,265.0,+0.94%,0.0,,,
1265.0,TIGER 리츠부동산인프라채권TR KIS,4770.0,50.0,-1.04%,0.0,,,
1266.0,신한 금 선물 ETN(H),14285.0,50.0,-0.35%,0.0,,,
1267.0,TIGER 미국S&P500배당귀족,10370.0,55.0,-0.53%,0.0,,,
1268.0,미래에셋 중국 심천 100 ETN,14130.0,35.0,-0.25%,0.0,,,
1269.0,KODEX KRX300,15645.0,210.0,-1.32%,0.0,,,
1270.0,QV 블룸버그 -2X 천연가스 선물 ETN(H),56210.0,295.0,-0.52%,0.0,,,
1271.0,ARIRANG 미국나스닥테크,24405.0,150.0,-0.61%,0.0,,,
1272.0,삼성 KRX 금현물 ETN,14020.0,20.0,-0.14%,0.0,,,
1273.0,ACE 미국친환경그린테마INDXX,10355.0,120.0,-1.15%,0.0,,,
1274.0,HANARO Fn전기&수소차,9585.0,25.0,-0.26%,0.0,,,
1275.0,KODEX 미디어&엔터테인먼트,12615.0,105.0,-0.83%,0.0,,,
1276.0,TIGER 200TR,18465.0,270.0,-1.44%,0.0,,,
1277.0,KODEX K-미래차액티브,10440.0,180.0,-1.69%,0.0,,,
1278.0,하나 -0.5X S&P500 VIX S/T 선물 ETN(H),27590.0,0.0,0.00%,0.0,,,
1279.0,TRUE 인버스 0.5X S&P500 VIX S/T 선물 ETN,27575.0,470.0,-1.68%,0.0,,,
1280.0,삼성 인버스 0.5X S&P500 VIX S/T선물 ETN,27550.0,425.0,-1.52%,0.0,,,
1281.0,TIGER 일본TOPIX(합성 H),19025.0,195.0,-1.01%,0.0,,,
1282.0,신한 레버리지 미국달러 선물 ETN,13675.0,80.0,+0.59%,0.0,,,
1283.0,KODEX 유럽명품TOP10 STOXX,9095.0,185.0,-1.99%,0.0,,,
1284.0,삼성 블룸버그 레버리지 WTI원유 선물 ETN,10840.0,165.0,+1.55%,0.0,,,
